titulo,descricao,url_imagem,link,categoria
Agricultor tem opção de picape em que pode confiar,A Nova Nissan Frontier possui força e estilo para encarar qualquer desafio; saiba mais!,https://s2.glbimg.com/iOJ6--Ov9NfepV8queDkwTioWg0=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/T/6/FPwHPOTASXBVBfjmj6Rg/nissan-1.jpg,https://g1.globo.com/economia/agronegocios/agro-a-industria-riqueza-do-brasil/especial-publicitario/nissan/noticia/2022/05/19/agricultor-tem-opcao-de-picape-em-que-pode-confiar.ghtml, NISSAN 
Justiça libera saque de FGTS a família com dependente autista; veja como buscar liberação dos recursos,Tribunal autorizou uso de FGTS para doença não prevista na regulamentação do fundo. ,https://s2.glbimg.com/4Ce3Jq73qtrpF9wMIdjji1QGSgY=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/74/5987443,https://g1.globo.com/economia/noticia/2022/05/19/justica-libera-saque-de-fgts-a-familia-com-dependente-autista-veja-como-buscar-liberacao-dos-recursos.ghtml, Economia 
Dinheiro na poupança 'encolhe' há 20 meses seguidos; veja alternativas à caderneta,"Em abril, rentabilidade no acumulado em 12 meses, descontada a variação do IPCA, ficou negativa em -6,56%. Confira comparativo de investimentos e saiba que cuidados tomar para não trocar '6 por meia-dúzia'.",https://s2.glbimg.com/TJHYXXEv4P3W7l_FOUTHtkLkpZQ=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/33/59/10545933,https://g1.globo.com/economia/noticia/2022/05/19/dinheiro-na-poupanca-encolhe-ha-20-meses-seguidos-veja-alternativas-a-caderneta.ghtml, Economia 
Saiba quais as diferenças entre os cafés conilon e arábica e como são consumidos,Especialista em cafés explica as diferenças entre eles e como identificá-los no dia a dia.,https://s2.glbimg.com/WOXe1YfHapXu3vzakKdlG2Oea50=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/c/F/AcLYmuT5mOz8jhkiBx4Q/foto-1-lavoura-de-arabica.jpeg,https://g1.globo.com/mg/sul-de-minas/grao-sagrado/noticia/2022/05/19/saiba-quais-as-diferencas-entre-os-cafes-conilon-e-arabica-e-como-sao-consumidos.ghtml, Grão Sagrado 
FGTS: veja em que situações saque extraordinário de até R$ 1.000 pode ser barrado,"Confira como fazer a consulta e saber se você tem direito a tirar até R$ 1 mil da conta do FGTS, além das datas para receber o dinheiro.",https://s2.glbimg.com/xneV5uAAWQ4mIjniqAz5KdIisNs=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/16/96/10399616,https://g1.globo.com/economia/noticia/2022/05/19/fgts-veja-em-que-situacoes-saque-extraordinario-de-ate-r-1000-pode-ser-barrado.ghtml, Economia 
Agricultor tem opção de picape em que pode confiar,A Nova Nissan Frontier possui força e estilo para encarar qualquer desafio; saiba mais!,https://s2.glbimg.com/iOJ6--Ov9NfepV8queDkwTioWg0=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/T/6/FPwHPOTASXBVBfjmj6Rg/nissan-1.jpg,https://g1.globo.com/economia/agronegocios/agro-a-industria-riqueza-do-brasil/especial-publicitario/nissan/noticia/2022/05/19/agricultor-tem-opcao-de-picape-em-que-pode-confiar.ghtml, NISSAN 
Saiba quais as diferenças entre os cafés conilon e arábica e como são consumidos,Especialista em cafés explica as diferenças entre eles e como identificá-los no dia a dia.,https://s2.glbimg.com/WOXe1YfHapXu3vzakKdlG2Oea50=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/c/F/AcLYmuT5mOz8jhkiBx4Q/foto-1-lavoura-de-arabica.jpeg,https://g1.globo.com/mg/sul-de-minas/grao-sagrado/noticia/2022/05/19/saiba-quais-as-diferencas-entre-os-cafes-conilon-e-arabica-e-como-sao-consumidos.ghtml, Grão Sagrado 
Agricultores do Paraná tentam proteger as lavouras das geadas,"Por todo o estado, os canteiros de verdura ganham mantas, que ajudam a diminuir as perdas. ",https://s2.glbimg.com/DN3scPrgAjsWnILkvTinwWfxHjs=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/19/86/10588619,https://g1.globo.com/jornal-nacional/noticia/2022/05/18/agricultores-do-parana-tentam-proteger-as-lavouras-das-geadas.ghtml, Jornal Nacional 
Produtores tentam proteger café de geadas para não prejudicar a colheita no Sul de MG; entenda   ,Pesquisadores da Universidade Federal de Lavras (Ufla) adaptaram nebulizador para criar proteção para as lavouras. ,https://s2.glbimg.com/TkInxHmPCB9corr16d6NFEGmgxo=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/85/63/10586385,https://g1.globo.com/mg/sul-de-minas/noticia/2022/05/18/produtores-tentam-proteger-cafe-de-geadas-para-nao-prejudicar-a-colheita-no-sul-de-mg-entenda.ghtml, Grão Sagrado 
"Áreas de milho, café e cana do Brasil escapam de geadas","Registros do fenômeno são pontuais e sem impacto, informam meteorologistas. Chances de lavouras serem afetadas em grande volume essa semana são pequenas.",https://s2.glbimg.com/eAGUzF4Kpy37uOFnlnYH7hR6l78=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/67/37/1553767,https://g1.globo.com/economia/agronegocios/noticia/2022/05/18/areas-de-milho-cafe-e-cana-do-brasil-escapam-de-geadas.ghtml, Agronegócios 
De onde vem o que eu como: 5 histórias de quem produz os alimentos que chegam à sua mesa,Mais de 8 milhões de pessoas atuam no agronegócio. Cientista que revolucionou o setor de adubos veio ao Brasil fugindo da Segunda Guerra Mundial e o líder de comunidade tradicional extrativista que sofre ameaças de morte.,https://s2.glbimg.com/DgnJ7ZwVwl3IsRJJImhhX4stLyI=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/68/07/10580768,https://g1.globo.com/economia/agronegocios/agro-a-industria-riqueza-do-brasil/noticia/2022/05/17/de-onde-vem-o-que-eu-como-5-historias-de-quem-produz-os-alimentos-que-chegam-a-sua-mesa.ghtml, Agro a indústria-riqueza do Brasil 
Como a geada pode afetar a produção agrícola e quais alimentos podem ficar mais caros,"

Hortaliças, cana-de-açúcar e banana são os cultivos que mais sofrem com geadas por serem sensíveis às temperaturas baixas, segundo pesquisadores. Tomate, que já é 'vilão' da inflação, também pode ser afetado.",https://s2.glbimg.com/AZRoIA6hv3Kfsglzdm3ftZOaXnI=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2021/U/a/fHhgsPTlAm3k8OmJTl3A/alfacegelo-debora.jpg,https://g1.globo.com/economia/agronegocios/noticia/2022/05/17/como-a-geada-pode-afetar-a-producao-agricola-e-quais-alimentos-podem-ficar-mais-caros.ghtml, Agronegócios 
'Rei do Bitcoin' é condenado por estelionato e crimes contra o sistema financeiro,Condenação é por fraude bilionária envolvendo negociação de criptomoedas. Sentença expedida pela Justiça Federal do Paraná determinou pena de 8 anos e 6 meses de prisão. Defesa afirmou que acredita em absolvição após recurso.,https://s2.glbimg.com/BXKJB9sz3h-n6XwCa_-fV7N0h4M=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2021/r/u/ajrjabSnGinNmSmeCGOw/claudio.png,https://g1.globo.com/pr/parana/noticia/2022/04/12/rei-do-bitcoin-e-condenado-por-estelionato-e-crimes-contra-o-sistema-financeiro.ghtml, Paraná 
Ouro em alta; criptomoedas em queda: entenda como o ataque russo afeta os mercados,Investidores se voltam para o metal porque ele é considerado um ativo seguro num ambiente de incertezas; bitcoin acumula perda de mais de 50% desde que atingiu recorde de US$ 69 mil em novembro.,https://s2.glbimg.com/7UvXY0wbL7vRokcOUZEZFrAPOqQ=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/93/26/10332693,https://g1.globo.com/economia/noticia/2022/02/24/ouro-em-alta-criptomoedas-em-queda-entenda-como-o-ataque-russo-afeta-os-mercados.ghtml, Economia 
Bitcoins: a confusão em El Salvador com a adoção da criptomoeda como moeda oficial,Falhas tecnológicas atrapalharam o primeiro dia em que El Salvador passou a aceitar bitcoin como moeda legal.,https://s2.glbimg.com/w_8cdwM0NcKPruudTDHbLmgRxJY=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/17/61/9156117,https://g1.globo.com/economia/noticia/2021/09/09/bitcoins-a-confusao-em-el-salvador-com-a-adocao-da-criptomoeda-como-moeda-oficial.ghtml, Economia 
"'Rei do Bitcoin' vira réu por estelionato, organização criminosa e crimes financeiros",A mulher dele e um homem considerado como braço direito também tiveram a denúncia aceita pela Justiça Federal por crimes relacionados à fraude bilionária envolvendo negociação de criptomoedas.,https://s2.glbimg.com/BXKJB9sz3h-n6XwCa_-fV7N0h4M=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2021/r/u/ajrjabSnGinNmSmeCGOw/claudio.png,https://g1.globo.com/pr/parana/noticia/2021/08/24/rei-do-bitcoin-vira-reu-por-estelionato-organizacao-criminosa-e-crimes-financeiros.ghtml, Paraná 
Fantástico tem acesso a mais denúncias da cidade que virou paraíso de promessas de riqueza,"Cabo Frio, no litoral do Rio, ganhou até o apelido de Novo Egito, por causa das pirâmides financeiras. Mas pelo menos dez empresas de lá que oferecem investimentos são investigadas.",https://s2.glbimg.com/IomQ2O85zb9m_omhRbzmLJfg05c=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/83/09/9790983,https://g1.globo.com/fantastico/noticia/2021/08/22/fantastico-tem-acesso-a-mais-denuncias-da-cidade-que-virou-paraiso-de-promessas-de-riqueza.ghtml, Fantástico 
Amazon e o bitcoin: empresa ainda não aceitará a criptomoeda,Gigante do varejo nega planos para aceitar esse tipo de pagamento.,https://s2.glbimg.com/w_8cdwM0NcKPruudTDHbLmgRxJY=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/17/61/9156117,https://g1.globo.com/economia/tecnologia/noticia/2021/08/17/amazon-nega-que-paneje-aceitar-bitcoin-como-pagamento.ghtml, Tecnologia 
"MPF denuncia 'Rei do Bitcoin' por organização criminosa, estelionato e crime financeiro",A esposa de Cláudio José de Oliveira e outras seis pessoas também foram denunciadas por crimes relacionados a fraude bilionária envolvendo negociação de criptomoedas.,https://s2.glbimg.com/BXKJB9sz3h-n6XwCa_-fV7N0h4M=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2021/r/u/ajrjabSnGinNmSmeCGOw/claudio.png,https://g1.globo.com/pr/parana/noticia/2021/08/07/mpf-denuncia-rei-do-bitcoin-por-organizacao-criminosa-estelionato-e-crime-financeiro.ghtml, Paraná 
Bitcoin dispara e volta a se aproximar de US$ 40 mil,Gigantes da tecnologia parecem se interessar novamente pela volátil criptomoeda e estariam impulsionando o movimento. ,https://s2.glbimg.com/w_8cdwM0NcKPruudTDHbLmgRxJY=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/17/61/9156117,https://g1.globo.com/economia/noticia/2021/07/26/bitcoin-dispara-e-volta-a-se-aproximar-de-us-40-mil.ghtml, Economia 
Bitcoins: os jovens irmãos acusados de um dos maiores golpes com a criptomoeda da história,"Como acontece em muitos outros países, autoridades financeiras da África do Sul não têm jurisdição sobre esse tipo de golpe, uma vez que criptomoedas não são legalmente reconhecidas como produtos financeiros.",https://s2.glbimg.com/w_8cdwM0NcKPruudTDHbLmgRxJY=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/17/61/9156117,https://g1.globo.com/economia/noticia/2021/07/06/bitcoins-os-jovens-irmaos-acusados-de-um-dos-maiores-golpes-com-a-criptomoeda-da-historia.ghtml, Economia 
O bem-sucedido método para acabar com o bullying nas escolas,"O bullying pode tornar a vida das crianças um inferno e causar problemas de saúde, mas cientistas estão descobrindo maneiras poderosas de combatê-lo.",https://s2.glbimg.com/ATWi1vRBwgrJ6JQF_nbhgfFo1do=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/s/W/VeyTsxTBS4WbjyvvCMTg/bullying.png,https://g1.globo.com/educacao/noticia/2022/05/19/o-bem-sucedido-metodo-para-acabar-com-o-bullying-nas-escolas.ghtml, Educação 
Homeschooling: entidades criticam projeto de lei que libera o ensino domiciliar no país,"Nesta quarta-feira (18), a Câmara dos Deputados aprovou um requerimento de urgência para agilizar a tramitação do PL. ",https://s2.glbimg.com/qbITjQqeM8ITPPAcn8f8XXp9bzw=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/69/41/10584169,https://g1.globo.com/educacao/noticia/2022/05/18/homeschooling-entidades-criticam-projeto-de-lei-que-libera-o-ensino-domiciliar-no-pais.ghtml, Educação 
Homeschooling: entenda o que propõe o projeto em discussão no Congresso sobre ensino domiciliar,"Câmara aprovou o texto-base do projeto nesta quarta. Agora Senado analisa o projeto, que pode sofrer alterações antes de ser enviado para sanção presidencial.",https://s2.glbimg.com/fcXunIic7x2eAfiGStf_NcRzKF8=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/18/15/6981518,https://g1.globo.com/educacao/noticia/2022/05/18/homeschooling-entenda-o-que-propoe-o-projeto-em-discussao-no-congresso-sobre-ensino-domiciliar.ghtml, Educação 
'Homeschooling': Câmara aprova texto-base de projeto sobre educação domiciliar,"Texto altera a Lei de Diretrizes e Bases da Educação para admitir ensino domiciliar na educação básica. Governistas apoiam texto. Para ONG, medida é 'equivocada'. ",https://s2.glbimg.com/bCSp7NhP3dcEN-LsgEoyLafAoAo=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/16/95/10589516,https://g1.globo.com/politica/noticia/2022/05/18/homeschooling-camara-aprova-urgencia-de-projeto-sobre-educacao-domiciliar.ghtml, Política 
Projeto que proíbe uso de linguagem neutra em escolas de Juiz de Fora recebe pedido de vista ,Objetivo da matéria é garantir o direito ao aprendizado da língua portuguesa de acordo com as normas e orientações legais de ensino. Entenda como funciona e o que é. ,https://s2.glbimg.com/SRm38jmnBQXtw80nbvdIC5pgxBA=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/B/n/kNOzMvTVCEOBCkrPKnzw/vista.jpg,https://g1.globo.com/mg/zona-da-mata/noticia/2022/05/18/projeto-que-proibe-uso-de-linguagem-neutra-em-escolas-de-juiz-de-fora-recebe-pedido-de-vista.ghtml, Zona da Mata 
"Após aprovação em 1ª discussão, projeto que proíbe uso de linguagem neutra em escolas de Juiz de Fora volta à pauta na Câmara; entenda","Objetivo da proposta é garantir o direito ao aprendizado da língua portuguesa de acordo com as normas e orientações legais de ensino. Saiba o que é linguagem neutra, que usa, por exemplo, 'todxs' e 'amigues'.",https://s2.glbimg.com/XKjQFn9nCnys3gSUixtjA2HwfEU=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/3/i/iMyk9MSbOl2oDV0AQzDQ/camarajf.jpg,https://g1.globo.com/mg/zona-da-mata/noticia/2022/05/17/apos-aprovacao-em-1a-discussao-projeto-que-proibe-uso-de-linguagem-neutra-em-escolas-de-juiz-de-fora-volta-a-pauta-na-camara-entenda.ghtml, Zona da Mata 
'Homeschooling': Câmara pode agilizar tramitação de projeto sobre educação domiciliar; entenda,"Urgência para regulamentação da modalidade está na pauta desta terça; proposta proíbe adesão de pais condenados por alguns crimes. Governistas apoiam texto; medida é 'equivocada', diz ONG.",https://s2.glbimg.com/xnvD72PmlUNhkjx3MHDI4DTwbmI=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/76/48/7534876,https://g1.globo.com/politica/noticia/2022/05/17/homeschooling-camara-pode-agilizar-tramitacao-de-projeto-sobre-educacao-domiciliar-entenda.ghtml, Política 
"Empréstimo pode ajudar pequenos empresários, mas precisa ser bem planejado; veja dicas de uso do crédito","É preciso muita organização antes de pegar crédito e, assim, evitar a inadimplência. Mas em alguns casos, empréstimos ajudam o negócio a crescer.",https://s2.glbimg.com/P16cfUt3aGPgnb3GCbbVvZUkAMQ=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2021/b/0/sVQeoYRuAHur0ygvHjTg/dinheiro-2.jpeg,https://g1.globo.com/empreendedorismo/noticia/2022/05/19/emprestimo-pode-ajudar-pequenos-empresarios-mas-precisa-ser-bem-planejado-veja-dicas-de-uso-do-credito.ghtml, Empreendedorismo 
"Com investimento anjo da influencer Bruna Tavares, empresa de autocuidado cresce e se destaca","Karla Lopes criou a Lunnare em 2019 como um pequeno negócio de incensos e sprays energéticos, mas sem capital, não conseguia crescer. A chegada do investimento mudou o rumo da empresa.",https://s2.glbimg.com/lxw7ukHlhxUr9-GO0AJ7b8Vw7Uo=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/J/h/U0q7c4QBOfao08Ej6CDQ/karla-lopes.jpg,https://g1.globo.com/empreendedorismo/noticia/2022/05/17/com-investimento-anjo-da-influencer-bruna-tavares-empresa-de-autocuidado-cresce-e-se-destaca.ghtml, Empreendedorismo 
Mais de 1 milhão de novas empresas foram abertas no 1º trimestre; 79% são MEIs,"Pesquisa da Contabilizei, com dados da Receita Federal, mostra ainda que março teve recorde histórico em abertura de micro, pequenas e grandes empresas em um único mês.",https://s2.glbimg.com/a2vQ13rfuiw5jxuxrblnPjWYYts=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/Z/C/WADgQKSDCMZFNOIGPP5A/escritorio.jpg,https://g1.globo.com/empreendedorismo/noticia/2022/05/16/mais-de-1-milhao-de-novas-empresas-foram-abertas-no-1o-trimestre-79percent-sao-meis.ghtml, Empreendedorismo 
Empresária volta de intercâmbio e abre negócio de velas aromáticas ,"Vela criada por Patrícia Massambani usa cera 100% vegetal, que é biodegradável e queima mais lentamente.",https://s2.glbimg.com/YppaeWlq-eRzRqs-DaCH8KQhACQ=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/54/66/10576654,https://g1.globo.com/empreendedorismo/pegn/noticia/2022/05/15/empresaria-volta-de-intercambio-e-abre-negocio-de-velas-aromaticas.ghtml, PEGN 
Empreendedora cria marca de fitas elásticas para sapatilhas de ponta,"A ideia da fita elástica é dar mais conforto, evitar lesões e ajudar na performance.",https://s2.glbimg.com/cIG0o4q2cUJb5z0PocgsG4FYjRs=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/57/66/10576657,https://g1.globo.com/empreendedorismo/pegn/noticia/2022/05/15/empreendedora-cria-marca-de-fitas-elasticas-para-sapatilhas-de-ponta.ghtml, PEGN 
Empresária volta de intercâmbio e abre negócio de velas aromáticas,Empresária volta de intercâmbio e abre negócio de velas aromáticas,https://s2.glbimg.com/YppaeWlq-eRzRqs-DaCH8KQhACQ=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/54/66/10576654,https://globoplay.globo.com/v/10576654/, Pequenas Empresas & Grandes Negócios 
Empreendedora cria marca de fitas elásticas para sapatilhas de ponta,Empreendedora cria marca de fitas elásticas para sapatilhas de ponta,https://s2.glbimg.com/cIG0o4q2cUJb5z0PocgsG4FYjRs=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/57/66/10576657,https://globoplay.globo.com/v/10576657/, Pequenas Empresas & Grandes Negócios 
Empresário se especializa em banho e tosa de cães da raça golden retriever,"No início deste ano, Leonardo Nascimento abriu a primeira loja no Rio de Janeiro. Faturamento mensal do negócio é de R$ 16 mil.",https://s2.glbimg.com/lw1xRQRZeUtuml5FOfCtnKwwoXA=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/60/66/10576660,https://g1.globo.com/empreendedorismo/pegn/noticia/2022/05/15/empresario-se-especializa-em-banho-e-tosa-de-caes-da-raca-golden-retriever.ghtml, PEGN 
